index,Lever position (Lp),Ship speed (V) [knots],Gas Turbine shaft torque (GTT) [kN/m],Gas Turbine revolutions (GTn) [rpm],Gas Generator revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN/m],Port Propeller Torque (Tp) [kN/m],HP Turbine exit temperature (T48) [°C],Compressor inlet air temperature (T1) [°C],Compressor outlet air temperature (T2) [°C],HP Turbine exit pressure (P48) [bar],Compressor inlet air pressure (P1) [bar],Compressor outlet air pressure (P2) [bar],Exhaust gas pressure [bar],Turbine Injection Control (TIC) [%],Fuel flow (mf) [kg/s],Compressor decay coefficient,Turbine decay coefficient,Temp_ratio_T48_P48,Temp_ratio_T1_P1,Temp_ratio_T2_P2,Torque_diff,RPM_ratio_GTn_GGn,Fuel_per_RPM,Total_Prop_Torque,Power_Proxy_kW,Total_decay_score
572,4.15,12.0,14914.3,1619.52,7816.22,116.49,116.49,655.42,288.0,613.41,1.71,1.0,9.16,1.02,18.66,0.37,0.95,0.99,383.29,288.0,66.97,0.0,0.21,0.0,232.98,2529401.71,0.06
573,5.16,15.0,22052.73,1926.36,8383.52,178.46,178.46,719.11,288.0,642.72,2.08,1.0,11.06,1.03,26.07,0.52,0.95,0.99,345.73,288.0,58.11,0.0,0.23,0.0,356.92,4448651.96,0.06
574,6.15,18.0,30137.31,2303.23,8825.79,251.21,251.21,782.86,288.0,671.32,2.51,1.0,13.26,1.03,35.18,0.7,0.95,0.99,311.9,288.0,50.63,0.0,0.26,0.0,502.42,7268928.75,0.06
575,7.18,21.0,39923.89,2691.0,9098.61,338.82,338.82,856.14,288.0,703.39,3.01,1.0,15.7,1.04,47.04,0.93,0.95,0.99,284.43,288.0,44.8,0.0,0.3,0.0,677.64,11250586.58,0.06
576,8.22,24.0,54249.26,3108.71,9414.32,471.76,471.76,961.65,288.0,741.18,3.67,1.0,18.81,1.04,65.69,1.3,0.95,0.99,262.03,288.0,39.4,0.0,0.33,0.0,943.52,17660485.83,0.06
577,6.21,18.0,43723.57,2672.9,8610.01,364.03,364.03,903.55,288.0,702.21,3.13,1.0,16.06,1.04,53.18,1.12,0.95,0.99,288.67,288.0,43.72,0.0,0.31,0.0,728.06,12238464.81,0.06
578,4.18,12.0,28630.8,2093.23,7782.06,225.71,225.71,789.99,288.0,647.22,2.37,1.0,12.24,1.03,40.32,0.8,0.95,0.99,333.33,288.0,52.88,0.0,0.27,0.0,451.42,6275943.88,0.06
579,2.12,6.0,7167.01,1368.68,6899.9,30.79,30.79,620.52,288.0,580.07,1.34,1.0,7.23,1.02,14.25,0.28,0.95,0.99,463.07,288.0,80.23,0.0,0.2,0.0,61.58,1027232.02,0.06
580,3.13,9.0,9608.18,1427.62,7262.62,65.77,65.77,614.57,288.0,590.39,1.44,1.0,7.78,1.02,17.64,0.28,0.95,0.99,426.78,288.0,75.89,0.0,0.2,0.0,131.54,1436423.07,0.06
581,4.15,12.0,14914.53,1619.52,7818.07,116.5,116.5,654.54,288.0,613.25,1.71,1.0,9.15,1.02,18.62,0.37,0.95,0.99,382.77,288.0,67.02,0.0,0.21,0.0,233.0,2529440.72,0.06
582,5.16,15.0,22053.06,1926.36,8384.85,178.48,178.48,718.12,288.0,642.54,2.08,1.0,11.05,1.03,26.02,0.52,0.95,0.99,345.25,288.0,58.15,0.0,0.23,0.0,356.96,4448718.53,0.06
583,6.15,18.0,30137.48,2303.23,8826.61,251.23,251.23,781.83,288.0,671.13,2.51,1.0,13.25,1.03,35.11,0.7,0.95,0.99,311.49,288.0,50.65,0.0,0.26,0.0,502.46,7268969.75,0.06
584,7.18,21.0,39923.85,2690.99,9099.24,338.82,338.82,855.09,288.0,703.21,3.01,1.0,15.69,1.04,46.96,0.93,0.95,0.99,284.08,288.0,44.82,0.0,0.3,0.0,677.64,11250533.5,0.06
585,8.22,24.0,54249.32,3108.71,9414.86,471.66,471.66,960.68,288.0,741.02,3.67,1.0,18.79,1.04,65.63,1.3,0.95,0.99,261.77,288.0,39.44,0.0,0.33,0.0,943.32,17660505.36,0.06
586,6.21,18.0,43724.65,2667.07,8607.54,363.59,363.59,904.13,288.0,701.93,3.13,1.0,16.03,1.04,56.18,1.12,0.95,0.99,288.86,288.0,43.79,0.0,0.31,0.0,727.18,12212072.51,0.06
587,4.18,12.0,28513.82,2086.66,7779.85,225.14,225.14,787.67,288.0,646.5,2.36,1.0,12.2,1.03,43.6,0.79,0.95,0.99,333.76,288.0,52.99,0.0,0.27,0.0,450.28,6230683.81,0.06
588,2.12,6.0,7049.83,1362.11,6898.3,30.31,30.31,618.23,288.0,579.34,1.33,1.0,7.2,1.02,17.51,0.28,0.95,0.99,464.83,288.0,80.46,0.0,0.2,0.0,60.62,1005586.52,0.06
589,3.13,9.0,9490.07,1426.88,7264.54,65.64,65.64,610.78,288.0,589.79,1.44,1.0,7.76,1.02,17.86,0.28,0.95,0.99,424.15,288.0,76.0,0.0,0.2,0.0,131.28,1418030.21,0.06
590,4.15,12.0,14914.56,1619.52,7819.9,116.5,116.5,653.65,288.0,613.08,1.71,1.0,9.14,1.02,18.57,0.37,0.95,0.99,382.25,288.0,67.08,0.0,0.21,0.0,233.0,2529445.81,0.06
591,5.16,15.0,22053.2,1926.36,8386.17,178.5,178.5,717.14,288.0,642.35,2.08,1.0,11.04,1.03,25.96,0.51,0.95,0.99,344.78,288.0,58.18,0.0,0.23,0.0,357.0,4448746.77,0.06
592,6.15,18.0,30137.5,2303.23,8827.43,251.25,251.25,780.8,288.0,670.94,2.51,1.0,13.23,1.03,35.04,0.69,0.95,0.99,311.08,288.0,50.71,0.0,0.26,0.0,502.5,7268974.58,0.06
593,7.18,21.0,39923.81,2690.99,9099.87,338.83,338.83,854.04,288.0,703.03,3.01,1.0,15.67,1.04,46.88,0.93,0.95,0.99,283.73,288.0,44.86,0.0,0.3,0.0,677.66,11250522.23,0.06
594,8.22,24.0,54249.45,3108.71,9415.4,471.75,471.75,959.71,288.0,740.87,3.67,1.0,18.77,1.04,65.58,1.3,0.95,0.99,261.5,288.0,39.47,0.0,0.33,0.0,943.5,17660547.69,0.06
595,6.21,18.0,43228.75,2656.51,8601.76,363.09,363.09,892.86,288.0,699.88,3.11,1.0,15.93,1.04,60.79,1.11,0.95,0.99,287.09,288.0,43.93,0.0,0.31,0.0,726.18,12025766.05,0.06
596,4.18,12.0,28046.54,2076.27,7774.89,224.67,224.67,777.17,288.0,644.55,2.35,1.0,12.11,1.03,48.09,0.78,0.95,0.99,330.71,288.0,53.22,0.0,0.27,0.0,449.34,6098060.64,0.06
597,2.12,6.0,6582.31,1351.72,6893.96,29.76,29.76,607.74,288.0,577.39,1.32,1.0,7.11,1.02,22.0,0.27,0.95,0.99,460.41,288.0,81.21,0.0,0.2,0.0,59.52,931737.75,0.06
598,3.13,9.0,9518.76,1427.05,7267.02,65.67,65.67,610.64,288.0,589.73,1.44,1.0,7.75,1.02,17.69,0.28,0.95,0.99,424.06,288.0,76.09,0.0,0.2,0.0,131.34,1422486.6,0.06
599,4.15,12.0,14914.69,1619.52,7821.75,116.49,116.49,652.77,288.0,612.92,1.71,1.0,9.13,1.02,18.53,0.37,0.95,0.99,381.74,288.0,67.13,0.0,0.21,0.0,232.98,2529467.85,0.06
600,5.16,15.0,22053.35,1926.36,8387.5,178.46,178.46,716.17,288.0,642.16,2.08,1.0,11.03,1.03,25.9,0.51,0.95,0.99,344.31,288.0,58.22,0.0,0.23,0.0,356.92,4448777.03,0.06
601,6.15,18.0,30137.51,2303.23,8828.25,251.26,251.26,779.77,288.0,670.75,2.51,1.0,13.22,1.03,34.97,0.69,0.95,0.99,310.67,288.0,50.74,0.0,0.26,0.0,502.52,7268976.99,0.06
602,7.18,21.0,39923.76,2690.99,9100.51,338.87,338.87,853.0,288.0,702.84,3.01,1.0,15.65,1.04,46.79,0.93,0.95,0.99,283.39,288.0,44.91,0.0,0.3,0.0,677.74,11250508.14,0.06
603,8.22,24.0,54249.57,3108.71,9415.94,471.73,471.73,958.74,288.0,740.72,3.67,1.0,18.74,1.04,65.52,1.3,0.95,0.99,261.24,288.0,39.53,0.0,0.33,0.0,943.46,17660586.75,0.06
604,6.21,18.0,43017.53,2654.59,8601.58,362.92,362.92,886.83,288.0,698.92,3.1,1.0,15.87,1.04,61.36,1.1,0.95,0.99,286.07,288.0,44.04,0.0,0.31,0.0,725.84,11958357.76,0.06
605,4.18,12.0,27798.92,2074.16,7775.34,224.46,224.46,770.25,288.0,643.44,2.34,1.0,12.05,1.03,48.71,0.78,0.95,0.99,329.17,288.0,53.4,0.0,0.27,0.0,448.92,6038079.08,0.06
606,2.12,6.0,6334.49,1349.61,6895.03,29.62,29.62,600.85,288.0,576.27,1.31,1.0,7.06,1.02,22.6,0.26,0.95,0.99,458.66,288.0,81.62,0.0,0.2,0.0,59.24,895258.72,0.06
607,3.13,9.0,9482.38,1426.86,7269.31,65.63,65.63,608.86,288.0,589.43,1.44,1.0,7.74,1.02,17.67,0.28,0.95,0.99,422.82,288.0,76.15,0.0,0.2,0.0,131.26,1416861.3,0.06
608,4.15,12.0,14914.8,1619.53,7823.6,116.49,116.49,651.89,288.0,612.76,1.71,1.0,9.12,1.02,18.49,0.37,0.95,0.99,381.22,288.0,67.19,0.0,0.21,0.0,232.98,2529502.13,0.06
609,5.16,15.0,22053.52,1926.36,8388.82,178.48,178.48,715.19,288.0,641.98,2.08,1.0,11.02,1.03,25.85,0.51,0.95,0.99,343.84,288.0,58.26,0.0,0.23,0.0,356.96,4448811.32,0.06
610,6.15,18.0,30137.54,2303.22,8829.06,251.26,251.26,778.75,288.0,670.56,2.51,1.0,13.2,1.03,34.9,0.69,0.95,0.99,310.26,288.0,50.8,0.0,0.26,0.0,502.52,7268952.67,0.06
611,7.18,21.0,39923.69,2690.98,9101.14,338.87,338.87,851.96,288.0,702.66,3.01,1.0,15.63,1.04,46.71,0.92,0.95,0.99,283.04,288.0,44.96,0.0,0.3,0.0,677.74,11250446.6,0.06
612,8.22,24.0,54249.51,3108.71,9416.47,471.7,471.7,957.77,288.0,740.56,3.67,1.0,18.72,1.04,65.44,1.3,0.95,0.99,260.97,288.0,39.56,0.0,0.33,0.0,943.4,17660567.22,0.06
613,6.21,18.0,42606.35,2652.48,8601.07,362.77,362.77,875.26,288.0,697.12,3.09,1.0,15.78,1.04,61.66,1.08,0.95,0.99,283.26,288.0,44.18,0.0,0.31,0.0,725.54,11834640.41,0.06
614,4.18,12.0,27314.63,2071.81,7775.41,224.26,224.26,756.84,288.0,641.36,2.32,1.0,11.95,1.03,49.04,0.76,0.95,0.99,326.22,288.0,53.67,0.0,0.27,0.0,448.52,5926166.72,0.06
615,2.12,6.0,5850.13,1347.25,6895.72,29.46,29.46,587.46,288.0,574.19,1.29,1.0,6.97,1.02,22.94,0.24,0.95,0.99,455.4,288.0,82.38,0.0,0.2,0.0,58.92,825357.93,0.06
616,3.13,9.0,9409.29,1426.62,7271.55,65.6,65.6,606.12,288.0,588.99,1.44,1.0,7.72,1.02,17.65,0.28,0.95,0.99,420.92,288.0,76.29,0.0,0.2,0.0,131.2,1405703.67,0.06
617,4.15,12.0,14914.93,1619.53,7825.45,116.51,116.51,651.01,288.0,612.6,1.71,1.0,9.11,1.02,18.44,0.37,0.95,0.99,380.71,288.0,67.24,0.0,0.21,0.0,233.02,2529524.18,0.06
618,5.16,15.0,22053.74,1926.36,8390.15,178.48,178.48,714.22,288.0,641.79,2.08,1.0,11.01,1.03,25.79,0.51,0.95,0.99,343.38,288.0,58.29,0.0,0.23,0.0,356.96,4448855.7,0.06
619,6.15,18.0,30137.63,2303.22,8829.88,251.22,251.22,777.73,288.0,670.38,2.51,1.0,13.19,1.03,34.83,0.69,0.95,0.99,309.85,288.0,50.82,0.0,0.26,0.0,502.44,7268974.37,0.06
620,7.18,21.0,39923.66,2690.98,9101.77,338.76,338.76,850.93,288.0,702.48,3.01,1.0,15.62,1.04,46.63,0.92,0.95,0.99,282.7,288.0,44.97,0.0,0.3,0.0,677.52,11250438.15,0.06
621,8.22,24.0,54249.64,3108.71,9417.0,471.66,471.66,956.81,288.0,740.41,3.67,1.0,18.7,1.04,65.35,1.29,0.95,0.99,260.71,288.0,39.59,0.0,0.33,0.0,943.32,17660609.54,0.06
622,6.21,18.0,42054.63,2652.26,8601.53,362.77,362.77,858.39,288.0,694.58,3.07,1.0,15.66,1.04,61.01,1.06,0.95,0.99,279.61,288.0,44.35,0.0,0.31,0.0,725.54,11680421.9,0.06
623,4.18,12.0,26680.65,2071.34,7776.44,224.26,224.26,737.86,288.0,638.51,2.3,1.0,11.82,1.03,48.49,0.74,0.95,0.99,320.81,288.0,54.02,0.0,0.27,0.0,448.52,5787305.6,0.06
624,2.12,6.0,5215.92,1346.79,6897.36,29.4,29.4,568.5,288.0,571.34,1.27,1.0,6.84,1.02,22.41,0.22,0.95,0.99,447.64,288.0,83.53,0.0,0.2,0.0,58.8,735629.98,0.06
625,3.13,9.0,9327.1,1426.37,7273.78,65.55,65.55,603.11,288.0,588.54,1.43,1.0,7.7,1.02,17.7,0.27,0.95,0.99,421.76,288.0,76.43,0.0,0.2,0.0,131.1,1393180.69,0.06
626,4.15,12.0,14915.05,1619.53,7827.3,116.51,116.51,650.13,288.0,612.43,1.71,1.0,9.1,1.02,18.4,0.36,0.95,0.99,380.19,288.0,67.3,0.0,0.21,0.0,233.02,2529544.53,0.06
627,5.16,15.0,22053.87,1926.35,8391.48,178.49,178.49,713.25,288.0,641.61,2.07,1.0,11.0,1.03,25.73,0.51,0.95,0.99,344.57,288.0,58.33,0.0,0.23,0.0,356.98,4448858.83,0.06
628,6.15,18.0,30137.61,2303.22,8830.7,251.23,251.23,776.71,288.0,670.19,2.51,1.0,13.18,1.03,34.76,0.69,0.95,0.99,309.45,288.0,50.85,0.0,0.26,0.0,502.46,7268969.55,0.06
629,7.18,21.0,39923.6,2690.98,9102.4,338.82,338.82,849.9,288.0,702.3,3.0,1.0,15.6,1.04,46.55,0.92,0.95,0.99,283.3,288.0,45.02,0.0,0.3,0.0,677.64,11250421.24,0.06
630,8.22,24.0,54249.93,3108.71,9417.53,471.75,471.75,955.85,288.0,740.26,3.67,1.0,18.68,1.04,65.26,1.29,0.95,0.99,260.45,288.0,39.63,0.0,0.33,0.0,943.5,17660703.95,0.06
631,6.21,18.0,41634.24,2654.57,8603.64,362.98,362.98,843.23,288.0,692.33,3.06,1.0,15.56,1.04,58.84,1.05,0.95,0.99,275.57,288.0,44.49,0.0,0.31,0.0,725.96,11573732.52,0.06
632,4.18,12.0,26211.54,2073.62,7779.26,224.42,224.42,721.47,288.0,636.05,2.29,1.0,11.72,1.03,46.33,0.72,0.95,0.99,315.05,288.0,54.27,0.0,0.27,0.0,448.84,5691809.14,0.06
633,2.12,6.0,4746.41,1349.06,6900.8,29.51,29.51,552.13,288.0,568.87,1.26,1.0,6.75,1.02,20.27,0.2,0.95,0.99,438.2,288.0,84.28,0.0,0.2,0.0,59.02,670540.69,0.06
634,3.13,9.0,9278.38,1426.33,7276.15,65.54,65.54,601.0,288.0,588.17,1.43,1.0,7.68,1.02,17.65,0.27,0.95,0.99,420.28,288.0,76.58,0.0,0.2,0.0,131.08,1385864.56,0.06
635,4.15,12.0,14915.17,1619.53,7829.14,116.5,116.5,649.25,288.0,612.27,1.71,1.0,9.1,1.02,18.36,0.36,0.95,0.99,379.68,288.0,67.28,0.0,0.21,0.0,233.0,2529564.88,0.06
636,5.16,15.0,22054.09,1926.35,8392.81,178.47,178.47,712.28,288.0,641.42,2.07,1.0,10.99,1.03,25.68,0.51,0.95,0.99,344.1,288.0,58.36,0.0,0.23,0.0,356.94,4448903.21,0.06
637,6.15,18.0,30137.71,2303.22,8831.52,251.25,251.25,775.7,288.0,670.0,2.51,1.0,13.16,1.03,34.69,0.69,0.95,0.99,309.04,288.0,50.91,0.0,0.26,0.0,502.5,7268993.67,0.06
638,7.18,21.0,39923.35,2690.97,9103.04,338.8,338.8,848.86,288.0,702.12,3.0,1.0,15.58,1.04,46.47,0.92,0.95,0.99,282.95,288.0,45.07,0.0,0.3,0.0,677.6,11250308.98,0.06
639,8.22,24.0,54249.66,3108.7,9418.07,471.66,471.66,954.88,288.0,740.11,3.66,1.0,18.66,1.04,65.16,1.29,0.95,0.99,260.9,288.0,39.66,0.0,0.33,0.0,943.32,17660559.24,0.06
640,6.21,18.0,41360.37,2660.24,8608.05,363.15,363.15,829.97,288.0,690.55,3.05,1.0,15.48,1.04,55.28,1.03,0.95,0.99,272.12,288.0,44.61,0.0,0.31,0.0,726.3,11522158.7,0.06
641,4.18,12.0,25816.74,2079.19,7784.31,224.62,224.62,704.98,288.0,633.79,2.27,1.0,11.62,1.03,42.74,0.7,0.95,0.99,310.56,288.0,54.54,0.0,0.27,0.0,449.24,5621137.34,0.06
642,2.12,6.0,4351.57,1354.63,6906.47,29.79,29.79,535.66,288.0,566.61,1.24,1.0,6.66,1.02,16.71,0.18,0.95,0.99,431.98,288.0,85.08,0.0,0.2,0.0,59.58,617298.58,0.06
643,3.13,9.0,9157.24,1426.23,7278.46,65.52,65.52,596.87,288.0,587.54,1.43,1.0,7.65,1.02,17.57,0.27,0.95,0.99,417.39,288.0,76.8,0.0,0.2,0.0,131.04,1367674.6,0.06
644,4.15,12.0,14915.27,1619.53,7830.99,116.5,116.5,648.38,288.0,612.11,1.71,1.0,9.09,1.02,18.31,0.36,0.95,0.99,379.17,288.0,67.34,0.0,0.21,0.0,233.0,2529581.84,0.06
645,5.16,15.0,22054.16,1926.35,8394.13,178.48,178.48,711.32,288.0,641.24,2.07,1.0,10.97,1.03,25.62,0.51,0.95,0.99,343.63,288.0,58.45,0.0,0.23,0.0,356.96,4448917.33,0.06
646,6.15,18.0,30137.68,2303.22,8832.34,251.24,251.24,774.69,288.0,669.82,2.51,1.0,13.15,1.03,34.63,0.69,0.95,0.99,308.64,288.0,50.94,0.0,0.26,0.0,502.48,7268986.43,0.06
647,7.18,21.0,39923.1,2690.96,9103.68,338.82,338.82,847.83,288.0,701.94,3.0,1.0,15.57,1.04,46.38,0.92,0.95,0.99,282.61,288.0,45.08,0.0,0.3,0.0,677.64,11250196.73,0.06
648,8.22,24.0,54249.7,3108.7,9418.61,471.65,471.65,953.92,288.0,739.96,3.66,1.0,18.64,1.04,65.07,1.29,0.95,0.99,260.63,288.0,39.7,0.0,0.33,0.0,943.3,17660572.26,0.06
649,6.21,18.0,41342.15,2662.55,8610.73,363.29,363.29,827.16,288.0,690.28,3.04,1.0,15.46,1.04,53.72,1.02,0.95,0.99,272.09,288.0,44.65,0.0,0.31,0.0,726.58,11527083.75,0.06
650,4.18,12.0,25862.88,2081.55,7787.75,224.74,224.74,704.01,288.0,633.8,2.27,1.0,11.62,1.03,41.25,0.69,0.95,0.99,310.14,288.0,54.54,0.0,0.27,0.0,449.48,5637575.23,0.06
651,2.12,6.0,4397.4,1357.0,6910.54,29.93,29.93,534.72,288.0,566.61,1.24,1.0,6.66,1.02,15.24,0.18,0.95,1.0,431.23,288.0,85.08,0.0,0.2,0.0,59.86,624891.24,0.05
652,3.13,9.0,9221.48,1426.28,7280.9,65.53,65.53,597.82,288.0,587.65,1.43,1.0,7.66,1.02,17.58,0.27,0.95,1.0,418.06,288.0,76.72,0.0,0.2,0.0,131.06,1377317.42,0.05
653,4.15,12.0,14915.4,1619.53,7832.85,116.5,116.5,647.51,288.0,611.95,1.7,1.0,9.08,1.02,18.27,0.36,0.95,1.0,380.89,288.0,67.4,0.0,0.21,0.0,233.0,2529603.89,0.05
654,5.16,15.0,22054.39,1926.35,8395.47,178.47,178.47,710.36,288.0,641.06,2.07,1.0,10.96,1.03,25.57,0.51,0.95,1.0,343.17,288.0,58.49,0.0,0.23,0.0,356.94,4448963.73,0.05
655,6.15,18.0,30137.76,2303.22,8833.16,251.21,251.21,773.68,288.0,669.63,2.51,1.0,13.14,1.03,34.56,0.68,0.95,1.0,308.24,288.0,50.96,0.0,0.26,0.0,502.42,7269005.73,0.05
656,7.18,21.0,39923.01,2690.96,9104.32,338.81,338.81,846.79,288.0,701.77,3.0,1.0,15.55,1.04,46.3,0.92,0.95,1.0,282.26,288.0,45.13,0.0,0.3,0.0,677.62,11250171.36,0.05
657,8.22,24.0,54249.81,3108.69,9419.15,471.66,471.66,952.96,288.0,739.81,3.66,1.0,18.62,1.04,64.98,1.29,0.95,1.0,260.37,288.0,39.73,0.0,0.33,0.0,943.32,17660551.26,0.05
658,6.21,18.0,41446.67,2669.99,8616.9,363.73,363.73,827.28,288.0,690.78,3.05,1.0,15.47,1.04,50.25,1.02,0.95,1.0,271.24,288.0,44.65,0.0,0.31,0.0,727.46,11588517.9,0.05
659,4.18,12.0,25847.17,2089.08,7794.68,225.18,225.18,700.81,288.0,633.79,2.27,1.0,11.61,1.03,37.61,0.69,0.95,1.0,308.73,288.0,54.59,0.0,0.27,0.0,450.36,5654532.29,0.05
660,2.12,6.0,4381.39,1364.52,6918.1,30.36,30.36,531.54,288.0,566.59,1.24,1.0,6.65,1.02,11.62,0.17,0.95,1.0,428.66,288.0,85.2,0.0,0.2,0.0,60.72,626066.46,0.05
661,3.13,9.0,9101.18,1426.36,7283.34,65.54,65.54,593.61,288.0,587.0,1.43,1.0,7.63,1.02,17.35,0.26,0.95,1.0,415.11,288.0,76.93,0.0,0.2,0.0,131.08,1359425.69,0.05
662,4.15,12.0,14915.44,1619.53,7834.69,116.51,116.51,646.64,288.0,611.79,1.7,1.0,9.07,1.02,18.23,0.36,0.95,1.0,380.38,288.0,67.45,0.0,0.21,0.0,233.02,2529610.67,0.05
663,5.16,15.0,22054.44,1926.35,8396.79,178.49,178.49,709.4,288.0,640.87,2.07,1.0,10.95,1.03,25.51,0.51,0.95,1.0,342.71,288.0,58.53,0.0,0.23,0.0,356.98,4448973.82,0.05
664,6.15,18.0,30137.7,2303.22,8833.97,251.24,251.24,772.67,288.0,669.44,2.51,1.0,13.12,1.03,34.49,0.68,0.95,1.0,307.84,288.0,51.02,0.0,0.26,0.0,502.48,7268991.26,0.05
665,7.18,21.0,39922.87,2690.95,9104.97,338.8,338.8,845.77,288.0,701.59,3.0,1.0,15.53,1.04,46.22,0.92,0.95,1.0,281.92,288.0,45.18,0.0,0.3,0.0,677.6,11250090.11,0.05
666,8.22,24.0,54249.87,3108.69,9419.69,471.75,471.75,952.0,288.0,739.66,3.66,1.0,18.59,1.04,64.89,1.28,0.95,1.0,260.11,288.0,39.79,0.0,0.33,0.0,943.5,17660570.79,0.05
667,6.21,18.0,41536.69,2673.86,8620.77,364.03,364.03,829.02,288.0,691.19,3.05,1.0,15.47,1.04,50.18,1.02,0.95,1.0,271.81,288.0,44.68,0.0,0.31,0.0,728.06,11630520.94,0.05
668,4.18,12.0,25921.99,2092.99,7799.28,225.5,225.5,702.19,288.0,634.12,2.28,1.0,11.61,1.03,37.55,0.69,0.95,1.0,307.98,288.0,54.62,0.0,0.27,0.0,451.0,5681514.38,0.05
669,2.12,6.0,4456.03,1368.43,6923.32,30.59,30.59,532.94,288.0,566.92,1.25,1.0,6.66,1.02,11.59,0.17,0.95,1.0,426.35,288.0,85.12,0.0,0.2,0.0,61.18,638556.47,0.05
670,3.13,9.0,9085.99,1426.4,7285.76,65.55,65.55,592.35,288.0,586.77,1.43,1.0,7.62,1.02,17.3,0.26,0.95,1.0,414.23,288.0,77.0,0.0,0.2,0.0,131.1,1357194.85,0.05
671,4.15,12.0,14915.56,1619.53,7836.55,116.51,116.51,645.77,288.0,611.63,1.7,1.0,9.06,1.02,18.18,0.36,0.95,1.0,379.86,288.0,67.51,0.0,0.21,0.0,233.02,2529631.02,0.05
672,5.16,15.0,22054.62,1926.35,8398.13,178.5,178.5,708.44,288.0,640.69,2.07,1.0,10.94,1.03,25.46,0.5,0.95,1.0,342.24,288.0,58.56,0.0,0.23,0.0,357.0,4449010.13,0.05
673,6.15,18.0,30137.76,2303.22,8834.79,251.23,251.23,771.66,288.0,669.26,2.51,1.0,13.11,1.03,34.42,0.68,0.95,1.0,307.43,288.0,51.05,0.0,0.26,0.0,502.46,7269005.73,0.05
674,7.18,21.0,39922.84,2690.95,9105.61,338.8,338.8,844.74,288.0,701.42,3.0,1.0,15.52,1.04,46.14,0.91,0.95,1.0,281.58,288.0,45.19,0.0,0.3,0.0,677.6,11250081.65,0.05
675,8.22,24.0,54249.95,3108.69,9420.23,471.75,471.75,951.04,288.0,739.51,3.66,1.0,18.57,1.04,64.8,1.28,0.95,1.0,259.85,288.0,39.82,0.0,0.33,0.0,943.5,17660596.84,0.05
676,6.21,18.0,41612.07,2676.76,8623.97,364.22,364.22,830.44,288.0,691.51,3.05,1.0,15.47,1.04,50.12,1.02,0.95,1.0,272.28,288.0,44.7,0.0,0.31,0.0,728.44,11664264.85,0.05
677,4.18,12.0,25938.78,2096.03,7803.3,225.71,225.71,701.99,288.0,634.21,2.28,1.0,11.61,1.03,37.3,0.69,0.95,1.0,307.89,288.0,54.63,0.0,0.27,0.0,451.42,5693451.93,0.05
678,2.12,6.0,4472.67,1371.48,6927.97,30.77,30.77,532.76,288.0,567.0,1.25,1.0,6.67,1.02,11.36,0.17,0.95,1.0,426.21,288.0,85.01,0.0,0.2,0.0,61.54,642369.56,0.05
679,3.13,9.0,9027.42,1426.54,7288.25,65.57,65.57,589.85,288.0,586.38,1.42,1.0,7.6,1.02,17.06,0.26,0.95,1.0,415.39,288.0,77.16,0.0,0.2,0.0,131.14,1348578.46,0.05
680,4.15,12.0,14915.68,1619.53,7838.4,116.51,116.51,644.91,288.0,611.47,1.7,1.0,9.05,1.02,18.14,0.36,0.95,1.0,379.36,288.0,67.57,0.0,0.21,0.0,233.02,2529651.37,0.05
681,5.16,15.0,22054.65,1926.35,8399.45,178.52,178.52,707.49,288.0,640.51,2.07,1.0,10.93,1.03,25.4,0.5,0.95,1.0,341.78,288.0,58.6,0.0,0.23,0.0,357.04,4449016.18,0.05
682,6.15,18.0,30137.66,2303.21,8835.6,251.29,251.29,770.66,288.0,669.07,2.51,1.0,13.09,1.03,34.35,0.68,0.95,1.0,307.04,288.0,51.11,0.0,0.26,0.0,502.58,7268950.05,0.05
683,7.18,21.0,39922.64,2690.95,9106.25,338.82,338.82,843.72,288.0,701.24,3.0,1.0,15.5,1.04,46.06,0.91,0.95,1.0,281.24,288.0,45.24,0.0,0.3,0.0,677.64,11250025.29,0.05
684,8.22,24.0,54250.39,3108.7,9420.78,471.66,471.66,950.09,288.0,739.37,3.66,1.0,18.55,1.04,64.71,1.28,0.95,1.0,259.59,288.0,39.86,0.0,0.33,0.0,943.32,17660796.89,0.05
685,6.21,18.0,41574.48,2675.21,8624.14,364.0,364.0,828.51,288.0,691.12,3.05,1.0,15.44,1.04,50.05,1.02,0.95,1.0,271.64,288.0,44.76,0.0,0.31,0.0,728.0,11646979.82,0.05
686,4.18,12.0,25942.7,2094.43,7804.15,225.51,225.51,701.34,288.0,633.99,2.28,1.0,11.59,1.03,37.37,0.69,0.95,1.0,307.61,288.0,54.7,0.0,0.27,0.0,451.02,5689965.61,0.05
687,2.12,6.0,4476.02,1369.87,6929.44,30.68,30.68,532.12,288.0,566.77,1.25,1.0,6.66,1.02,11.45,0.17,0.95,1.0,425.7,288.0,85.1,0.0,0.2,0.0,61.36,642096.04,0.05
688,3.13,9.0,9068.95,1426.49,7290.62,65.56,65.56,590.25,288.0,586.4,1.42,1.0,7.6,1.02,17.14,0.26,0.95,1.0,415.67,288.0,77.16,0.0,0.2,0.0,131.12,1354735.02,0.05
689,4.15,12.0,14915.83,1619.53,7840.26,116.52,116.52,644.05,288.0,611.31,1.7,1.0,9.04,1.02,18.1,0.36,0.95,1.0,378.85,288.0,67.62,0.0,0.21,0.0,233.04,2529676.81,0.05
