id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
3836,6.2,18.0,40501.4,2628.72,8582.31,354.1,354.1,825.01,288.0,685.77,3.01,1.0,15.47,1.04,50.12,1.0,0.97,0.98,274.09,288.0,44.33,0.0,0.31,0.0,708.2,11149181.43,0.05
3837,4.17,12.0,23800.6,2051.1,7736.6,207.34,207.34,682.73,288.0,628.39,2.2,1.0,11.4,1.03,31.26,0.62,0.97,0.98,310.33,288.0,55.12,0.0,0.27,0.0,414.68,5112147.29,0.05
3838,3.14,9.0,12809.23,1635.59,7282.43,108.03,108.03,599.36,288.0,593.17,1.65,1.0,8.69,1.02,19.28,0.36,0.97,0.98,363.25,288.0,68.26,0.0,0.22,0.0,216.06,2193946.78,0.05
3839,3.13,9.0,9242.47,1475.3,7293.75,71.4,71.4,585.45,288.0,586.26,1.46,1.0,7.84,1.02,13.87,0.26,0.97,0.98,400.99,288.0,74.78,0.0,0.2,0.0,142.8,1427897.42,0.05
3840,4.15,12.0,15209.39,1658.82,7792.48,120.38,120.38,648.1,288.0,611.23,1.74,1.0,9.31,1.02,19.58,0.37,0.97,0.98,372.47,288.0,65.65,0.0,0.21,0.0,240.76,2642041.76,0.05
3841,5.15,15.0,22365.78,1949.73,8321.05,182.04,182.04,712.75,288.0,639.21,2.1,1.0,11.2,1.03,26.36,0.52,0.97,0.98,339.4,288.0,57.07,0.0,0.23,0.0,364.08,4566538.68,0.05
3842,6.16,18.0,30703.53,2306.9,8754.22,256.17,256.17,779.03,288.0,668.91,2.54,1.0,13.39,1.03,35.77,0.71,0.97,0.98,306.7,288.0,49.96,0.0,0.26,0.0,512.34,7417297.47,0.05
3843,7.18,21.0,41437.44,2700.99,9101.39,353.92,353.92,858.33,288.0,701.26,3.07,1.0,15.99,1.04,48.89,0.97,0.97,0.98,279.59,288.0,43.86,0.0,0.3,0.0,707.84,11720456.06,0.05
3844,7.2,21.0,45314.86,2826.81,9028.27,391.6,391.6,878.02,288.0,708.7,3.26,1.0,16.81,1.04,54.07,1.08,0.97,0.98,269.33,288.0,42.16,0.0,0.31,0.0,783.2,13414234.05,0.05
3845,6.2,18.0,40580.18,2631.44,8585.48,354.21,354.21,826.34,288.0,686.09,3.01,1.0,15.47,1.04,49.89,1.0,0.97,0.99,274.53,288.0,44.35,0.0,0.31,0.0,708.42,11182426.67,0.04
3846,4.17,12.0,23915.55,2055.34,7741.48,207.6,207.6,685.09,288.0,628.94,2.2,1.0,11.41,1.03,30.88,0.62,0.97,0.99,311.4,288.0,55.12,0.0,0.27,0.0,415.2,5147456.27,0.04
3847,3.14,9.0,12875.62,1638.91,7287.01,108.31,108.31,600.16,288.0,593.44,1.65,1.0,8.7,1.02,18.75,0.36,0.97,0.99,363.73,288.0,68.21,0.0,0.22,0.0,216.62,2209794.43,0.04
3848,3.13,9.0,9272.62,1477.11,7297.24,71.58,71.58,585.26,288.0,586.3,1.46,1.0,7.84,1.02,13.5,0.25,0.97,0.99,400.86,288.0,74.78,0.0,0.2,0.0,143.16,1434312.95,0.04
3849,4.15,12.0,15203.42,1659.12,7794.51,120.44,120.44,646.89,288.0,611.04,1.74,1.0,9.29,1.02,19.36,0.37,0.97,0.99,371.78,288.0,65.77,0.0,0.21,0.0,240.88,2641482.33,0.04
3850,5.15,15.0,22365.95,1949.73,8322.36,182.05,182.05,711.79,288.0,639.03,2.1,1.0,11.18,1.03,26.3,0.52,0.97,0.99,338.95,288.0,57.16,0.0,0.23,0.0,364.1,4566573.39,0.04
3851,6.16,18.0,30703.6,2306.9,8755.14,256.17,256.17,778.01,288.0,668.72,2.54,1.0,13.37,1.03,35.7,0.71,0.97,0.99,306.3,288.0,50.02,0.0,0.26,0.0,512.34,7417314.38,0.04
3852,7.18,21.0,41437.52,2700.99,9102.07,353.94,353.94,857.3,288.0,701.09,3.07,1.0,15.97,1.04,48.81,0.97,0.97,0.99,279.25,288.0,43.9,0.0,0.3,0.0,707.88,11720478.69,0.04
3853,7.2,21.0,45409.53,2828.55,9030.34,391.74,391.74,879.91,288.0,709.06,3.26,1.0,16.81,1.04,53.98,1.08,0.97,0.99,269.91,288.0,42.18,0.0,0.31,0.0,783.48,13450532.71,0.04
3854,6.2,18.0,40767.38,2635.14,8589.37,354.52,354.52,831.04,288.0,686.97,3.02,1.0,15.5,1.04,49.7,1.01,0.97,0.99,275.18,288.0,44.32,0.0,0.31,0.0,709.04,11249808.06,0.04
3855,4.17,12.0,24195.01,2060.99,7747.4,208.04,208.04,692.58,288.0,630.33,2.22,1.0,11.46,1.03,30.61,0.63,0.97,0.99,311.97,288.0,55.0,0.0,0.27,0.0,416.08,5221921.13,0.04
3856,3.14,9.0,13058.38,1643.04,7292.19,108.66,108.66,604.67,288.0,594.31,1.66,1.0,8.73,1.02,18.38,0.37,0.97,0.99,364.26,288.0,68.08,0.0,0.23,0.0,217.32,2246808.49,0.04
3857,3.13,9.0,9362.92,1479.28,7301.0,71.76,71.76,587.02,288.0,586.65,1.46,1.0,7.85,1.02,13.25,0.26,0.97,0.99,402.07,288.0,74.73,0.0,0.2,0.0,143.52,1450408.43,0.04
3858,4.15,12.0,15201.42,1659.33,7796.47,120.47,120.47,645.86,288.0,610.87,1.73,1.0,9.28,1.02,19.21,0.37,0.97,0.99,373.33,288.0,65.83,0.0,0.21,0.0,240.94,2641469.14,0.04
3859,5.15,15.0,22366.04,1949.73,8323.68,182.03,182.03,710.83,288.0,638.85,2.1,1.0,11.17,1.03,26.25,0.52,0.97,0.99,338.49,288.0,57.19,0.0,0.23,0.0,364.06,4566591.77,0.04
3860,6.16,18.0,30703.64,2306.89,8756.07,256.14,256.14,776.99,288.0,668.54,2.54,1.0,13.36,1.03,35.63,0.71,0.97,0.99,305.9,288.0,50.04,0.0,0.26,0.0,512.28,7417291.89,0.04
3861,7.18,21.0,41437.58,2700.99,9102.75,353.9,353.9,856.28,288.0,700.91,3.07,1.0,15.95,1.04,48.73,0.97,0.97,0.99,278.92,288.0,43.94,0.0,0.3,0.0,707.8,11720495.66,0.04
3862,7.2,21.0,45463.83,2829.08,9031.57,391.74,391.74,880.58,288.0,709.17,3.27,1.0,16.8,1.04,53.9,1.09,0.97,0.99,269.29,288.0,42.21,0.0,0.31,0.0,783.48,13469139.95,0.04
3863,6.2,18.0,40878.37,2636.08,8591.34,354.55,354.55,833.57,288.0,687.38,3.03,1.0,15.5,1.04,49.7,1.01,0.97,0.99,275.11,288.0,44.35,0.0,0.31,0.0,709.1,11284459.82,0.04
3864,4.17,12.0,24362.48,2062.34,7750.34,208.09,208.09,696.96,288.0,631.03,2.22,1.0,11.49,1.03,30.69,0.64,0.97,0.99,313.95,288.0,54.92,0.0,0.27,0.0,416.18,5261509.74,0.04
3865,3.14,9.0,13174.04,1643.71,7295.02,108.66,108.66,607.56,288.0,594.74,1.66,1.0,8.75,1.02,18.53,0.37,0.97,0.99,366.0,288.0,67.97,0.0,0.23,0.0,217.32,2267633.13,0.04
3866,3.13,9.0,9421.93,1479.55,7303.47,71.74,71.74,588.11,288.0,586.79,1.46,1.0,7.85,1.02,13.34,0.26,0.97,0.99,402.82,288.0,74.75,0.0,0.2,0.0,143.48,1459816.06,0.04
3867,4.15,12.0,15203.95,1659.2,7798.22,120.44,120.44,645.11,288.0,610.71,1.74,1.0,9.27,1.02,19.23,0.37,0.97,0.99,370.75,288.0,65.88,0.0,0.21,0.0,240.88,2641701.79,0.04
3868,5.15,15.0,22366.16,1949.73,8324.99,182.03,182.03,709.87,288.0,638.67,2.1,1.0,11.16,1.03,26.19,0.52,0.97,0.99,338.03,288.0,57.23,0.0,0.23,0.0,364.06,4566616.27,0.04
3869,6.16,18.0,30703.72,2306.89,8756.99,256.16,256.16,775.97,288.0,668.35,2.54,1.0,13.34,1.03,35.56,0.71,0.97,0.99,305.5,288.0,50.1,0.0,0.26,0.0,512.32,7417311.21,0.04
3870,7.18,21.0,41437.62,2700.99,9103.43,353.95,353.95,855.27,288.0,700.73,3.07,1.0,15.93,1.04,48.65,0.97,0.97,0.99,278.59,288.0,43.99,0.0,0.3,0.0,707.9,11720506.98,0.04
3871,7.2,21.0,45534.13,2829.35,9032.62,391.85,391.85,881.72,288.0,709.34,3.27,1.0,16.8,1.04,53.82,1.09,0.97,0.99,269.64,288.0,42.22,0.0,0.31,0.0,783.7,13491254.52,0.04
3872,6.2,18.0,41018.95,2637.1,8593.35,354.75,354.75,836.72,288.0,687.92,3.03,1.0,15.52,1.04,49.38,1.01,0.97,0.99,276.15,288.0,44.32,0.0,0.31,0.0,709.5,11327648.28,0.04
3873,4.17,12.0,24573.26,2064.1,7753.54,208.36,208.36,702.09,288.0,631.92,2.23,1.0,11.52,1.03,30.14,0.64,0.97,0.99,314.84,288.0,54.85,0.0,0.27,0.0,416.72,5311560.44,0.04
3874,3.14,9.0,13314.55,1645.69,7298.66,108.97,108.97,610.41,288.0,595.3,1.67,1.0,8.77,1.02,17.73,0.37,0.97,0.99,365.51,288.0,67.88,0.0,0.23,0.0,217.94,2294579.67,0.04
3875,3.13,9.0,9492.22,1480.78,7306.54,71.94,71.94,589.02,288.0,586.99,1.47,1.0,7.86,1.02,12.8,0.26,0.97,0.99,400.69,288.0,74.68,0.0,0.2,0.0,143.88,1471929.31,0.04
3876,4.15,12.0,15204.06,1659.68,7800.35,120.54,120.54,644.03,288.0,610.55,1.74,1.0,9.27,1.02,18.92,0.37,0.97,0.99,370.13,288.0,65.86,0.0,0.21,0.0,241.08,2642485.14,0.04
3877,5.15,15.0,22366.26,1949.73,8326.31,182.04,182.04,708.91,288.0,638.49,2.1,1.0,11.15,1.03,26.13,0.52,0.97,0.99,337.58,288.0,57.26,0.0,0.23,0.0,364.08,4566636.69,0.04
3878,6.16,18.0,30703.75,2306.89,8757.91,256.15,256.15,774.96,288.0,668.16,2.54,1.0,13.33,1.03,35.49,0.7,0.97,0.99,305.1,288.0,50.12,0.0,0.26,0.0,512.3,7417318.46,0.04
3879,7.18,21.0,41437.58,2700.98,9104.1,353.93,353.93,854.25,288.0,700.56,3.07,1.0,15.92,1.04,48.57,0.96,0.97,0.99,278.26,288.0,44.01,0.0,0.3,0.0,707.86,11720452.27,0.04
3880,7.2,21.0,45655.28,2828.92,9033.23,391.79,391.79,884.33,288.0,709.68,3.27,1.0,16.8,1.04,53.74,1.09,0.97,0.99,270.44,288.0,42.24,0.0,0.31,0.0,783.58,13525094.08,0.04
3881,6.2,18.0,41260.41,2636.25,8594.21,354.68,354.68,842.97,288.0,688.75,3.04,1.0,15.54,1.04,49.3,1.02,0.97,0.99,277.29,288.0,44.32,0.0,0.31,0.0,709.36,11390656.36,0.04
3882,4.17,12.0,24934.97,2062.84,7754.86,208.28,208.28,711.98,288.0,633.24,2.24,1.0,11.57,1.03,30.08,0.66,0.97,0.99,317.85,288.0,54.73,0.0,0.27,0.0,416.56,5386454.7,0.04
3883,3.14,9.0,13554.2,1644.85,7300.56,108.92,108.92,616.71,288.0,596.12,1.67,1.0,8.81,1.02,17.67,0.38,0.97,0.99,369.29,288.0,67.66,0.0,0.23,0.0,217.84,2334687.76,0.04
3884,3.13,9.0,9611.6,1480.36,7308.59,71.92,71.92,591.73,288.0,587.33,1.47,1.0,7.88,1.02,12.75,0.27,0.97,0.99,402.54,288.0,74.53,0.0,0.2,0.0,143.84,1490018.46,0.04
3885,4.15,12.0,15203.27,1659.68,7802.19,120.55,120.55,643.11,288.0,610.38,1.74,1.0,9.26,1.02,18.87,0.37,0.97,0.99,369.6,288.0,65.92,0.0,0.21,0.0,241.1,2642347.83,0.04
3886,5.15,15.0,22366.36,1949.72,8327.62,182.05,182.05,707.96,288.0,638.32,2.1,1.0,11.14,1.03,26.08,0.52,0.97,0.99,337.12,288.0,57.3,0.0,0.23,0.0,364.1,4566633.68,0.04
3887,6.16,18.0,30703.8,2306.88,8758.84,256.17,256.17,773.95,288.0,667.98,2.54,1.0,13.32,1.03,35.42,0.7,0.97,0.99,304.7,288.0,50.15,0.0,0.26,0.0,512.34,7417298.39,0.04
3888,7.18,21.0,41437.69,2700.98,9104.78,353.92,353.92,853.24,288.0,700.38,3.07,1.0,15.9,1.04,48.48,0.96,0.97,0.99,277.93,288.0,44.05,0.0,0.3,0.0,707.84,11720483.38,0.04
3889,7.2,21.0,45739.65,2828.14,9033.6,391.69,391.69,885.73,288.0,709.85,3.27,1.0,16.8,1.04,53.66,1.09,0.97,0.99,270.87,288.0,42.25,0.0,0.31,0.0,783.38,13546352.09,0.04
3890,6.2,18.0,41430.0,2634.69,8594.55,354.5,354.5,846.85,288.0,689.27,3.04,1.0,15.55,1.04,49.23,1.02,0.97,0.99,278.57,288.0,44.33,0.0,0.31,0.0,709.0,11430706.52,0.04
3891,4.17,12.0,25189.48,2060.49,7755.4,208.08,208.08,718.32,288.0,634.1,2.25,1.0,11.61,1.03,30.04,0.66,0.97,0.99,319.25,288.0,54.62,0.0,0.27,0.0,416.16,5435235.06,0.04
3892,3.14,9.0,13725.37,1643.3,7301.94,108.8,108.8,620.75,288.0,596.65,1.68,1.0,8.83,1.02,17.65,0.38,0.97,0.99,369.49,288.0,67.57,0.0,0.23,0.0,217.6,2361943.66,0.04
3893,3.13,9.0,9697.64,1479.59,7310.38,71.87,71.87,593.34,288.0,587.51,1.47,1.0,7.89,1.02,12.72,0.27,0.97,0.99,403.63,288.0,74.46,0.0,0.2,0.0,143.74,1502574.67,0.04
3894,4.15,12.0,15204.33,1659.69,7804.03,120.55,120.55,642.26,288.0,610.22,1.73,1.0,9.25,1.02,18.83,0.37,0.97,0.99,371.25,288.0,65.97,0.0,0.21,0.0,241.1,2642547.99,0.04
3895,5.15,15.0,22366.5,1949.72,8328.95,182.04,182.04,707.0,288.0,638.14,2.1,1.0,11.13,1.03,26.02,0.51,0.97,0.99,336.67,288.0,57.34,0.0,0.23,0.0,364.08,4566662.27,0.04
3896,6.16,18.0,30703.87,2306.88,8759.77,256.16,256.16,772.94,288.0,667.8,2.54,1.0,13.3,1.03,35.35,0.7,0.97,0.99,304.31,288.0,50.21,0.0,0.26,0.0,512.32,7417315.3,0.04
3897,7.18,21.0,41437.78,2700.97,9105.46,353.92,353.92,852.23,288.0,700.21,3.07,1.0,15.88,1.04,48.4,0.96,0.97,0.99,277.6,288.0,44.09,0.0,0.3,0.0,707.84,11720465.44,0.04
3898,7.2,21.0,45904.91,2825.72,9032.99,391.59,391.59,889.55,288.0,710.25,3.27,1.0,16.8,1.04,53.57,1.09,0.97,0.99,272.03,288.0,42.28,0.0,0.31,0.0,783.18,13583662.54,0.04
3899,6.2,18.0,41769.6,2630.47,8593.34,354.38,354.38,855.57,288.0,690.29,3.05,1.0,15.59,1.04,48.82,1.03,0.97,0.99,280.51,288.0,44.28,0.0,0.31,0.0,708.76,11505944.83,0.04
3900,4.17,12.0,25703.2,2054.48,7753.81,207.92,207.92,731.91,288.0,635.73,2.26,1.0,11.67,1.03,29.31,0.68,0.97,0.99,323.85,288.0,54.48,0.0,0.26,0.0,415.84,5529905.78,0.04
3901,3.14,9.0,14083.05,1640.32,7302.56,108.87,108.87,629.59,288.0,597.77,1.69,1.0,8.87,1.02,16.6,0.4,0.97,0.99,372.54,288.0,67.39,0.0,0.22,0.0,217.74,2419100.55,0.04
3902,3.13,9.0,9881.01,1478.41,7311.99,71.96,71.96,597.35,288.0,588.02,1.48,1.0,7.91,1.02,12.01,0.27,0.97,0.99,403.61,288.0,74.34,0.0,0.2,0.0,143.92,1529765.45,0.04
3903,4.15,12.0,15213.55,1660.3,7806.26,120.67,120.67,641.4,288.0,610.1,1.74,1.0,9.24,1.02,18.45,0.37,0.97,0.99,368.62,288.0,66.03,0.0,0.21,0.0,241.34,2645122.27,0.04
3904,5.15,15.0,22366.57,1949.72,8330.26,182.07,182.07,706.06,288.0,637.96,2.1,1.0,11.12,1.03,25.97,0.51,0.97,0.99,336.22,288.0,57.37,0.0,0.23,0.0,364.14,4566676.56,0.04
3905,6.16,18.0,30703.92,2306.88,8760.69,256.21,256.21,771.94,288.0,667.61,2.54,1.0,13.29,1.03,35.28,0.7,0.97,0.99,303.91,288.0,50.23,0.0,0.26,0.0,512.42,7417327.37,0.04
3906,7.18,21.0,41437.71,2700.98,9106.13,353.96,353.96,851.23,288.0,700.03,3.07,1.0,15.86,1.04,48.32,0.96,0.97,0.99,277.27,288.0,44.14,0.0,0.3,0.0,707.92,11720489.04,0.04
3907,7.2,21.0,45955.95,2823.42,9032.37,391.45,391.45,890.61,288.0,710.2,3.27,1.0,16.79,1.04,54.65,1.09,0.97,0.99,272.36,288.0,42.3,0.0,0.31,0.0,782.9,13587696.98,0.04
3908,6.2,18.0,41871.14,2625.86,8591.71,354.07,354.07,858.72,288.0,690.37,3.05,1.0,15.58,1.04,51.07,1.04,0.97,0.99,281.55,288.0,44.31,0.0,0.31,0.0,708.14,11513701.63,0.04
3909,4.17,12.0,25855.3,2047.54,7751.38,207.47,207.47,737.14,288.0,635.93,2.26,1.0,11.68,1.03,32.74,0.69,0.97,0.99,326.17,288.0,54.45,0.0,0.26,0.0,414.94,5543838.8,0.04
3910,3.14,9.0,14183.42,1635.65,7301.91,108.57,108.57,632.84,288.0,597.85,1.69,1.0,8.87,1.02,18.89,0.4,0.97,0.99,374.46,288.0,67.4,0.0,0.22,0.0,217.14,2429405.21,0.04
3911,3.13,9.0,9930.91,1476.06,7312.76,71.82,71.82,598.56,288.0,587.98,1.48,1.0,7.9,1.02,13.14,0.28,0.97,0.99,404.43,288.0,74.43,0.0,0.2,0.0,143.64,1535046.99,0.04
3912,4.15,12.0,15213.04,1660.28,7808.08,120.66,120.66,640.53,288.0,609.93,1.74,1.0,9.23,1.02,18.41,0.37,0.97,0.99,368.12,288.0,66.08,0.0,0.21,0.0,241.32,2645001.74,0.04
3913,5.15,15.0,22366.71,1949.72,8331.58,182.05,182.05,705.11,288.0,637.78,2.1,1.0,11.1,1.03,25.91,0.51,0.97,0.99,335.77,288.0,57.46,0.0,0.23,0.0,364.1,4566705.14,0.04
3914,6.16,18.0,30704.01,2306.87,8761.62,256.18,256.18,770.93,288.0,667.43,2.53,1.0,13.27,1.03,35.21,0.7,0.97,0.99,304.72,288.0,50.3,0.0,0.26,0.0,512.36,7417316.96,0.04
3915,7.18,21.0,41437.66,2700.97,9106.81,353.93,353.93,850.22,288.0,699.86,3.07,1.0,15.84,1.04,48.24,0.96,0.97,0.99,276.94,288.0,44.18,0.0,0.3,0.0,707.86,11720431.5,0.04
3916,7.2,21.0,45946.54,2822.07,9032.33,391.36,391.36,889.75,288.0,709.98,3.27,1.0,16.77,1.04,55.29,1.09,0.97,0.99,272.09,288.0,42.34,0.0,0.31,0.0,782.72,13578419.2,0.04
3917,6.2,18.0,41861.67,2623.44,8591.43,353.97,353.97,858.21,288.0,690.15,3.05,1.0,15.56,1.04,52.31,1.04,0.97,0.99,281.38,288.0,44.35,0.0,0.31,0.0,707.94,11500488.92,0.04
3918,4.17,12.0,25845.86,2044.05,7751.1,207.35,207.35,736.96,288.0,635.71,2.26,1.0,11.66,1.03,34.6,0.69,0.97,0.99,326.09,288.0,54.52,0.0,0.26,0.0,414.7,5532368.76,0.04
3919,3.14,9.0,14192.61,1633.81,7303.05,108.58,108.58,632.74,288.0,597.73,1.69,1.0,8.87,1.02,19.91,0.4,0.97,0.99,374.4,288.0,67.39,0.0,0.22,0.0,217.16,2428244.63,0.04
3920,3.13,9.0,9940.26,1475.28,7314.53,71.85,71.85,598.18,288.0,587.86,1.48,1.0,7.9,1.02,13.57,0.28,0.97,0.99,404.18,288.0,74.41,0.0,0.2,0.0,143.7,1535680.31,0.04
3921,4.15,12.0,15222.47,1660.57,7810.11,120.71,120.71,639.82,288.0,609.82,1.74,1.0,9.22,1.02,18.23,0.37,0.97,0.99,367.71,288.0,66.14,0.0,0.21,0.0,241.42,2647103.56,0.04
3922,5.15,15.0,22366.86,1949.72,8332.9,182.04,182.04,704.17,288.0,637.61,2.1,1.0,11.09,1.03,25.85,0.51,0.97,0.99,335.32,288.0,57.49,0.0,0.23,0.0,364.08,4566735.77,0.04
3923,6.16,18.0,30704.08,2306.87,8762.54,256.14,256.14,769.94,288.0,667.25,2.53,1.0,13.26,1.03,35.14,0.7,0.97,0.99,304.32,288.0,50.32,0.0,0.26,0.0,512.28,7417333.87,0.04
3924,7.18,21.0,41437.87,2700.97,9107.49,353.88,353.88,849.23,288.0,699.69,3.07,1.0,15.83,1.04,48.16,0.95,0.97,0.99,276.62,288.0,44.2,0.0,0.3,0.0,707.76,11720490.9,0.04
3925,7.2,21.0,45846.27,2819.58,9031.51,391.18,391.18,886.81,288.0,709.42,3.27,1.0,16.73,1.04,56.29,1.09,0.97,0.99,271.2,288.0,42.4,0.0,0.31,0.0,782.36,13536832.25,0.04
3926,6.2,18.0,41671.63,2618.76,8589.6,353.74,353.74,853.56,288.0,689.26,3.04,1.0,15.51,1.04,54.25,1.03,0.97,0.99,280.78,288.0,44.44,0.0,0.3,0.0,707.48,11427857.2,0.04
3927,4.17,12.0,25565.62,2037.2,7748.47,207.05,207.05,730.59,288.0,634.46,2.25,1.0,11.6,1.03,37.49,0.68,0.97,0.99,324.71,288.0,54.69,0.0,0.26,0.0,414.1,5454043.72,0.04
3928,3.14,9.0,14023.51,1629.72,7302.64,108.48,108.48,628.6,288.0,596.94,1.68,1.0,8.83,1.02,21.58,0.4,0.97,1.0,374.17,288.0,67.6,0.0,0.22,0.0,216.96,2393306.62,0.03
3929,3.13,9.0,9860.95,1473.39,7315.52,71.82,71.82,595.79,288.0,587.42,1.48,1.0,7.88,1.02,14.31,0.28,0.97,1.0,402.56,288.0,74.55,0.0,0.2,0.0,143.64,1521475.95,0.03
3930,4.15,12.0,15233.22,1660.85,7812.13,120.78,120.78,639.15,288.0,609.7,1.74,1.0,9.22,1.02,18.04,0.37,0.97,1.0,367.33,288.0,66.13,0.0,0.21,0.0,241.56,2649419.59,0.03
3931,5.15,15.0,22366.91,1949.71,8334.21,182.08,182.08,703.23,288.0,637.43,2.1,1.0,11.08,1.03,25.8,0.51,0.97,1.0,334.87,288.0,57.53,0.0,0.23,0.0,364.16,4566722.55,0.03
3932,6.16,18.0,30704.09,2306.86,8763.46,256.21,256.21,768.94,288.0,667.06,2.53,1.0,13.25,1.03,35.08,0.7,0.97,1.0,303.93,288.0,50.34,0.0,0.26,0.0,512.42,7417304.14,0.03
3933,7.18,21.0,41437.84,2700.97,9108.16,353.95,353.95,848.23,288.0,699.51,3.07,1.0,15.81,1.04,48.08,0.95,0.97,1.0,276.3,288.0,44.24,0.0,0.3,0.0,707.9,11720482.41,0.03
3934,7.2,21.0,45584.28,2817.56,9030.8,391.12,391.12,879.39,288.0,708.25,3.26,1.0,16.67,1.04,56.82,1.08,0.97,1.0,269.75,288.0,42.49,0.0,0.31,0.0,782.24,13449832.96,0.03
3935,6.2,18.0,41156.63,2614.91,8587.91,353.55,353.55,839.98,288.0,687.13,3.03,1.0,15.4,1.04,55.34,1.01,0.97,1.0,277.22,288.0,44.62,0.0,0.3,0.0,707.1,11270032.55,0.03
3936,4.17,12.0,24797.55,2031.5,7746.04,206.77,206.77,710.83,288.0,631.38,2.22,1.0,11.45,1.03,39.15,0.66,0.97,1.0,320.19,288.0,55.14,0.0,0.26,0.0,413.54,5275385.72,0.03
3937,3.14,9.0,13526.39,1626.22,7302.22,108.34,108.34,615.54,288.0,594.92,1.67,1.0,8.73,1.02,22.56,0.38,0.97,1.0,368.59,288.0,68.15,0.0,0.22,0.0,216.68,2303508.51,0.03
3938,3.13,9.0,9616.91,1471.73,7316.48,71.78,71.78,588.95,288.0,586.35,1.47,1.0,7.83,1.02,14.75,0.27,0.97,1.0,400.65,288.0,74.89,0.0,0.2,0.0,143.56,1482150.53,0.03
3939,4.15,12.0,15242.33,1661.03,7814.09,120.81,120.81,638.5,288.0,609.59,1.74,1.0,9.21,1.02,17.92,0.37,0.97,1.0,366.95,288.0,66.19,0.0,0.21,0.0,241.62,2651291.35,0.03
3940,5.15,15.0,22367.08,1949.71,8335.54,182.07,182.07,702.29,288.0,637.25,2.1,1.0,11.07,1.03,25.74,0.51,0.97,1.0,334.42,288.0,57.57,0.0,0.23,0.0,364.14,4566757.26,0.03
3941,6.16,18.0,30704.2,2306.86,8764.39,256.17,256.17,767.95,288.0,666.88,2.53,1.0,13.23,1.03,35.01,0.69,0.97,1.0,303.54,288.0,50.41,0.0,0.26,0.0,512.34,7417330.71,0.03
3942,7.18,21.0,41437.89,2700.96,9108.83,353.92,353.92,847.24,288.0,699.34,3.06,1.0,15.79,1.04,48.0,0.95,0.97,1.0,276.88,288.0,44.29,0.0,0.3,0.0,707.84,11720453.16,0.03
3943,7.2,21.0,45416.14,2817.49,9031.39,391.11,391.11,873.65,288.0,707.38,3.25,1.0,16.62,1.04,56.56,1.07,0.97,1.0,268.82,288.0,42.56,0.0,0.31,0.0,782.22,13399889.63,0.03
3944,6.2,18.0,40820.99,2614.78,8588.71,353.6,353.6,829.56,288.0,685.56,3.01,1.0,15.33,1.04,54.93,1.0,0.97,1.0,275.6,288.0,44.72,0.0,0.3,0.0,707.2,11177567.61,0.03
3945,4.17,12.0,24294.3,2031.32,7747.27,206.81,206.81,695.71,288.0,629.1,2.21,1.0,11.35,1.03,38.6,0.64,0.97,1.0,314.8,288.0,55.43,0.0,0.26,0.0,413.62,5167867.29,0.03
3946,3.14,9.0,13191.96,1626.13,7304.08,108.37,108.37,605.28,288.0,593.35,1.66,1.0,8.66,1.02,22.23,0.37,0.97,1.0,364.63,288.0,68.52,0.0,0.22,0.0,216.74,2246431.63,0.03
3947,3.13,9.0,9450.01,1471.69,7318.51,71.78,71.78,583.42,288.0,585.49,1.46,1.0,7.79,1.02,14.58,0.26,0.97,1.0,399.6,288.0,75.16,0.0,0.2,0.0,143.56,1456388.45,0.03
3948,4.15,12.0,15243.06,1661.05,7815.94,120.8,120.8,637.66,288.0,609.43,1.74,1.0,9.2,1.02,17.9,0.36,0.97,1.0,366.47,288.0,66.24,0.0,0.21,0.0,241.6,2651450.25,0.03
3949,5.15,15.0,22367.18,1949.71,8336.86,182.06,182.06,701.35,288.0,637.08,2.1,1.0,11.06,1.03,25.69,0.51,0.97,1.0,333.98,288.0,57.6,0.0,0.23,0.0,364.12,4566777.68,0.03
3950,6.16,18.0,30704.27,2306.86,8765.32,256.17,256.17,766.95,288.0,666.7,2.53,1.0,13.22,1.03,34.94,0.69,0.97,1.0,303.14,288.0,50.43,0.0,0.26,0.0,512.34,7417347.62,0.03
3951,7.18,21.0,41437.87,2700.96,9109.51,353.95,353.95,846.24,288.0,699.17,3.06,1.0,15.78,1.04,47.92,0.95,0.97,1.0,276.55,288.0,44.31,0.0,0.3,0.0,707.9,11720447.51,0.03
3952,7.2,21.0,45320.21,2817.89,9032.32,391.17,391.17,869.58,288.0,706.73,3.25,1.0,16.58,1.04,56.12,1.07,0.97,1.0,267.56,288.0,42.63,0.0,0.31,0.0,782.34,13373484.15,0.03
3953,6.2,18.0,40645.16,2615.88,8590.4,353.72,353.72,822.84,288.0,684.51,3.01,1.0,15.28,1.04,53.96,0.99,0.97,1.0,273.37,288.0,44.8,0.0,0.3,0.0,707.44,11134103.98,0.03
3954,4.17,12.0,24038.6,2033.12,7749.95,206.99,206.99,686.33,288.0,627.62,2.2,1.0,11.29,1.03,37.12,0.63,0.97,1.0,311.97,288.0,55.59,0.0,0.26,0.0,413.98,5118006.13,0.03
